CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,DOORING_I,MOST_SEVERE_INJURY,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
08/18/2018 12:35:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,2299,N,CALIFORNIA AVE,,"REPORTED, NOT EVIDENT",0,0,0,12,7,8,41.92288545,-87.69721374
9/5/2018 10:53,30,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,2397,N,SHEFFIELD AVE,,NONINCAPACITATING INJURY,0,0,1,10,4,9,41.92528651,-87.65346369
08/14/2021 02:30:00 AM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,IMPROPER OVERTAKING/PASSING,4255,W,ARMITAGE AVE,,NO INDICATION OF INJURY,0,0,0,2,7,8,41.91696266,-87.73366744
6/4/2021 16:40,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,Y,IMPROPER OVERTAKING/PASSING,3198,N,KEDZIE AVE,,NO INDICATION OF INJURY,0,0,0,16,6,6,41.93931332,-87.70784365
07/13/2020 08:30:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1499,N,CLARK ST,,NONINCAPACITATING INJURY,0,0,1,8,2,7,41.90939434,-87.63145731
2/11/2023 10:30,25,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,4315,N,BROADWAY,,"REPORTED, NOT EVIDENT",0,0,0,10,7,2,41.96056718,-87.65422066
10/1/2017 16:00,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,N,FAILING TO REDUCE SPEED TO AVOID CRASH,10900,S,ARTESIAN AVE,,INCAPACITATING INJURY,0,1,0,16,1,10,41.69533954,-87.68269193
7/9/2020 10:33,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING STOP SIGN,5118,N,SIMONDS DR,,NONINCAPACITATING INJURY,0,0,1,10,5,7,41.97602415,-87.64740371
08/18/2017 01:00:00 PM,25,LANE USE MARKING,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,4380,N,ELSTON AVE,N,NONINCAPACITATING INJURY,0,0,1,13,6,8,41.96039604,-87.72914185
01/14/2017 08:00:00 PM,30,LANE USE MARKING,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",130,E,RANDOLPH ST,,NO INDICATION OF INJURY,0,0,0,20,7,1,41.88458837,-87.62327256
10/5/2022 16:40,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,400,S,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,16,4,10,41.87665607,-87.64734892
9/9/2022 7:40,30,NO CONTROLS,CLEAR,DAYLIGHT,TRAFFIC ROUTE,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,5100,S,DAMEN AVE,,NONINCAPACITATING INJURY,0,0,1,7,6,9,41.80118654,-87.67465218
05/14/2018 05:10:00 PM,20,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1950,W,37TH ST,,NONINCAPACITATING INJURY,0,0,1,17,2,5,41.82685348,-87.674788
11/21/2020 04:30:00 AM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,700,W,ROOSEVELT RD,,NONINCAPACITATING INJURY,0,0,1,4,7,11,41.86728716,-87.64524694
10/24/2022 07:00:00 PM,30,NO CONTROLS,CLEAR,DARKNESS,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2200,N,ROCKWELL ST,,INCAPACITATING INJURY,0,1,0,19,2,10,41.92184059,-87.69290786
9/2/2017 15:05,30,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,1500,W,BARRY AVE,Y,NO INDICATION OF INJURY,0,0,0,15,7,9,41.93800176,-87.66630338
5/6/2022 20:15,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER TURNING/NO SIGNAL,759,W,ROOSEVELT RD,,"REPORTED, NOT EVIDENT",0,0,0,20,6,5,41.86704558,-87.6468275
01/27/2016 03:00:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,1300,N,KINGSBURY ST,,NO INDICATION OF INJURY,0,0,0,15,4,1,41.90489786,-87.64929049
06/30/2020 07:58:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER TURNING/NO SIGNAL,1500,W,NORTH AVE,,"REPORTED, NOT EVIDENT",0,0,0,7,3,6,41.91077414,-87.66521777
07/25/2017 06:30:00 PM,35,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1127,W,ARMITAGE AVE,N,NO INDICATION OF INJURY,0,0,0,18,3,7,41.91795127,-87.65646937
10/5/2019 15:30,30,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,DRIVING ON WRONG SIDE/WRONG WAY,1165,W,19TH PL,,NO INDICATION OF INJURY,0,0,0,15,7,10,41.85581104,-87.65568563
10/23/2019 06:25:00 PM,30,UNKNOWN,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2710,N,CLARK ST,,NO INDICATION OF INJURY,0,0,0,18,4,10,41.9316042,-87.64459203
9/3/2021 15:27,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,4301,N,BROADWAY,,NONINCAPACITATING INJURY,0,0,1,15,6,9,41.96017961,-87.653974
05/16/2023 10:20:00 PM,25,NO CONTROLS,CLEAR,DARKNESS,PARKING LOT,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,400,W,37TH ST,,NONINCAPACITATING INJURY,0,0,1,22,3,5,41.82733954,-87.636475
05/26/2023 05:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1600,W,CERMAK RD,,NONINCAPACITATING INJURY,0,0,1,17,6,5,41.85243805,-87.66615223
01/20/2018 11:05:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,WEATHER,6325,N,CANFIELD AVE,,NONINCAPACITATING INJURY,0,0,1,11,7,1,41.99576226,-87.82154737
07/15/2019 06:30:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,6476,N,SHERIDAN RD,,NONINCAPACITATING INJURY,0,0,1,18,2,7,42.00035056,-87.66085542
07/24/2018 04:37:00 PM,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,2632,W,ADDISON ST,,NONINCAPACITATING INJURY,0,0,1,16,3,7,41.9468188,-87.69447575
04/26/2019 05:00:00 PM,35,UNKNOWN,UNKNOWN,UNKNOWN,ONE-WAY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,Y,DISREGARDING STOP SIGN,3465,W,IOWA ST,,INCAPACITATING INJURY,0,1,0,17,6,4,41.89719713,-87.71387209
08/19/2017 05:40:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,2434,N,LARAMIE AVE,,"REPORTED, NOT EVIDENT",0,0,0,17,7,8,41.92521754,-87.75633395
11/1/2019 20:53,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",T-INTERSECTION,DRY,NO INJURY / DRIVE AWAY,,IMPROPER TURNING/NO SIGNAL,530,N,DEARBORN ST,,NO INDICATION OF INJURY,0,0,0,20,6,11,41.89168202,-87.62980115
09/18/2017 08:50:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,1543,N,LEAMINGTON AVE,,NO INDICATION OF INJURY,0,0,0,20,2,9,41.90897515,-87.75455995
10/13/2017 03:35:00 PM,5,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2001,N,ORCHARD ST,,NO INDICATION OF INJURY,0,0,0,15,6,10,41.91830362,-87.64597389
08/31/2018 08:40:00 AM,20,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,5900,N,WINTHROP AVE,,NONINCAPACITATING INJURY,0,0,1,8,6,8,41.98915734,-87.65833342
5/9/2022 17:25,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,BICYCLE ADVANCING LEGALLY ON RED LIGHT,7800,S,COTTAGE GROVE AVE,,INCAPACITATING INJURY,0,1,0,17,2,5,41.75301313,-87.60539305
07/27/2023 06:50:00 PM,35,UNKNOWN,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2264,N,CLARK ST,Y,NONINCAPACITATING INJURY,0,0,1,18,5,7,41.92364998,-87.63945497
10/9/2021 9:40,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,4220,N,CLARK ST,Y,INCAPACITATING INJURY,0,1,0,9,7,10,41.95861542,-87.66492024
06/23/2018 06:30:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3401,N,LEAVITT ST,,"REPORTED, NOT EVIDENT",0,0,0,18,7,6,41.94325099,-87.68315693
5/11/2022 9:50,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,10650,S,BELL AVE,,NO INDICATION OF INJURY,0,0,0,9,4,5,41.6994174,-87.67791275
5/5/2019 22:45,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3201,W,ARMITAGE AVE,,NONINCAPACITATING INJURY,0,0,1,22,1,5,41.9172915,-87.7070516
08/22/2022 06:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1440,N,KOSTNER AVE,,NONINCAPACITATING INJURY,0,0,1,18,2,8,41.90737693,-87.73641912
07/27/2018 10:40:00 PM,30,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER TURNING/NO SIGNAL,3702,W,CERMAK RD,,NONINCAPACITATING INJURY,0,0,1,22,6,7,41.85174222,-87.71758667
08/23/2017 07:53:00 AM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,700,N,CLARK ST,,NONINCAPACITATING INJURY,0,0,1,7,4,8,41.89487136,-87.63135063
06/29/2019 09:00:00 AM,15,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2115,W,CHASE AVE,,NONINCAPACITATING INJURY,0,0,1,9,7,6,42.01393464,-87.68432983
01/15/2021 04:42:00 PM,30,NO CONTROLS,CLEAR,DUSK,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,160,W,SUPERIOR ST,,NONINCAPACITATING INJURY,0,0,1,16,6,1,41.89571117,-87.6336577
7/6/2019 19:13,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,T-INTERSECTION,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,2,S,MICHIGAN AVE,Y,"REPORTED, NOT EVIDENT",0,0,0,19,7,7,41.88204398,-87.62451104
11/9/2016 20:05,30,NO CONTROLS,CLEAR,DARKNESS,ALLEY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2005,W,AUGUSTA BLVD,,NO INDICATION OF INJURY,0,0,0,20,4,11,41.89943761,-87.67742662
8/3/2022 10:45,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,750,W,DIVISION ST,,NONINCAPACITATING INJURY,0,0,1,10,4,8,41.90374714,-87.64808078
11/2/2016 13:15,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,3501,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,13,4,11,41.94550975,-87.64928457
02/25/2020 05:04:00 PM,30,NO CONTROLS,BLOWING SNOW,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,,WEATHER,1761,N,CLYBOURN AVE,Y,"REPORTED, NOT EVIDENT",0,0,0,17,3,2,41.91316374,-87.65244173
4/1/2019 15:57,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,97,N,MICHIGAN AVE,,NO INDICATION OF INJURY,0,0,0,15,2,4,41.88317858,-87.62425042
07/27/2021 12:08:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DRIVING ON WRONG SIDE/WRONG WAY,5019,S,DREXEL BLVD,,NONINCAPACITATING INJURY,0,0,1,12,3,7,41.80351078,-87.60362008
11/3/2021 19:55,30,UNKNOWN,CLEAR,DARKNESS,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER OVERTAKING/PASSING,849,S,SACRAMENTO BLVD,,NONINCAPACITATING INJURY,0,0,1,19,4,11,41.87014541,-87.70075097
03/16/2022 03:40:00 PM,20,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,4200,N,ASHLAND AVE,,NO INDICATION OF INJURY,0,0,0,15,4,3,41.95803877,-87.66930167
10/12/2019 13:10,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,1523,N,MILWAUKEE AVE,Y,NO INDICATION OF INJURY,0,0,0,13,7,10,41.90927228,-87.67551232
09/25/2017 03:40:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,DISREGARDING TRAFFIC SIGNALS,2601,E,79TH ST,,NONINCAPACITATING INJURY,0,0,1,15,2,9,41.75168595,-87.561323
10/25/2021 02:10:00 PM,30,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,Y,NOT APPLICABLE,3723,N,ELSTON AVE,,NO INDICATION OF INJURY,0,0,0,14,2,10,41.94909537,-87.71223451
8/7/2021 22:50,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",230,W,NORTH AVE,,NONINCAPACITATING INJURY,0,0,1,22,7,8,41.91125997,-87.63598751
7/11/2022 18:54,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FOLLOWING TOO CLOSELY,2899,W,ARTHUR AVE,,NONINCAPACITATING INJURY,0,0,1,18,2,7,41.99923458,-87.70207188
8/11/2017 18:40,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,11100,S,CENTRAL PARK AVE,N,NONINCAPACITATING INJURY,0,0,1,18,6,8,41.69131491,-87.71072175
12/15/2018 06:50:00 PM,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1600,S,UNION AVE,,NONINCAPACITATING INJURY,0,0,1,18,7,12,41.8599316,-87.6450207
7/1/2019 8:58,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,5601,W,BYRON ST,,INCAPACITATING INJURY,0,1,0,8,2,7,41.95122282,-87.76706004
12/16/2015 05:15:00 PM,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,300,S,GREEN ST,,NO INDICATION OF INJURY,0,0,0,17,4,12,41.87786384,-87.64855597
10/19/2022 11:15:00 AM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3200,W,MARQUETTE RD,,NONINCAPACITATING INJURY,0,0,1,11,4,10,41.77178354,-87.70308977
08/14/2017 10:35:00 PM,35,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,560,W,GRAND AVE,,NONINCAPACITATING INJURY,0,0,1,22,2,8,41.89137297,-87.64280425
07/22/2017 03:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,TEXTING,3999,W,VAN BUREN ST,,NO INDICATION OF INJURY,0,0,0,15,7,7,41.87516019,-87.72536021
10/8/2020 23:10,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1130,N,DAMEN AVE,,NONINCAPACITATING INJURY,0,0,1,23,5,10,41.90227559,-87.67737771
09/16/2022 08:00:00 AM,20,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2200,N,AVERS AVE,,NO INDICATION OF INJURY,0,0,0,8,6,9,41.92095878,-87.72314793
6/8/2018 13:08,30,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2011,W,ARMITAGE AVE,,NONINCAPACITATING INJURY,0,0,1,13,6,6,41.91763783,-87.67811246
07/28/2021 07:55:00 PM,30,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,332,N,CENTRAL AVE,,NONINCAPACITATING INJURY,0,0,1,19,4,7,41.88673077,-87.7652404
08/18/2022 08:24:00 PM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO REDUCE SPEED TO AVOID CRASH,3910,W,FULLERTON AVE,,NONINCAPACITATING INJURY,0,0,1,20,5,8,41.92462045,-87.72478396
6/7/2018 7:00,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,2011,W,OGDEN AVE,,NONINCAPACITATING INJURY,0,0,1,7,5,6,41.87245625,-87.6765813
11/18/2016 05:50:00 PM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,800,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,17,6,11,41.89647402,-87.64789499
4/9/2022 1:44,30,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,5204,S,WESTERN AVE,,NONINCAPACITATING INJURY,0,0,1,1,7,4,41.79912739,-87.68431867
8/10/2017 21:23,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,7300,N,RIDGE BLVD,,"REPORTED, NOT EVIDENT",0,0,0,21,5,8,42.0140635,-87.68384983
8/11/2017 20:16,25,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3452,N,LAKE SHORE DR,,NONINCAPACITATING INJURY,0,0,1,20,6,8,41.94516577,-87.64163734
8/12/2016 11:45,25,NO CONTROLS,RAIN,DAYLIGHT,ONE-WAY,WET,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,243,N,PARKSIDE AVE,,NO INDICATION OF INJURY,0,0,0,11,6,8,41.885506,-87.76655157
9/10/2022 16:46,35,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,1646,N,DAMEN AVE,,NO INDICATION OF INJURY,0,0,0,16,7,9,41.91190692,-87.67764431
12/23/2017 05:04:00 PM,30,RAILROAD CROSSING GATE,CLEAR,DUSK,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,1699,E,71ST ST,,FATAL,1,0,0,17,7,12,41.7658925,-87.58372844
09/21/2019 03:10:00 PM,25,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,2300,W,GRAND AVE,,NONINCAPACITATING INJURY,0,0,1,15,7,9,41.89081045,-87.68431333
05/27/2019 03:58:00 AM,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3737,W,POLK ST,,NONINCAPACITATING INJURY,0,0,1,3,2,5,41.87069818,-87.71958663
8/12/2020 15:00,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,6100,N,TALMAN AVE,,NONINCAPACITATING INJURY,0,0,1,15,4,8,41.99230653,-87.69595483
09/24/2018 06:57:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3532,W,BELMONT AVE,,NO INDICATION OF INJURY,0,0,0,6,2,9,41.93933903,-87.71631858
8/1/2018 18:55,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FOLLOWING TOO CLOSELY,850,W,ARGYLE ST,,NO INDICATION OF INJURY,0,0,0,18,4,8,41.97346061,-87.65217139
09/18/2018 05:28:00 PM,15,NO CONTROLS,CLEAR,DAYLIGHT,DRIVEWAY,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,3757,W,103RD ST,,NO INDICATION OF INJURY,0,0,0,17,3,9,41.70587177,-87.71581057
03/21/2019 09:00:00 AM,15,NO CONTROLS,RAIN,DAYLIGHT,ALLEY,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,2915,W,61ST ST,,NONINCAPACITATING INJURY,0,0,1,9,5,3,41.78260182,-87.69662875
07/14/2023 11:15:00 AM,30,OTHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,3824,W,BELDEN AVE,,NONINCAPACITATING INJURY,0,0,1,11,6,7,41.92281121,-87.72283639
10/17/2023 04:19:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,FAILING TO YIELD RIGHT-OF-WAY,532,W,ARMITAGE AVE,,NO INDICATION OF INJURY,0,0,0,16,3,10,41.91837848,-87.64251875
5/4/2017 14:25,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2600,W,THORNDALE AVE,,NONINCAPACITATING INJURY,0,0,1,14,5,5,41.98871376,-87.69453596
